12751:"0287903","岩手県","九戸郡　洋野町","種市　第１地割〜第３地割（八木南町","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI1-CHIWARI-DAI3-CHIWARI("
12752:"0287914","岩手県","九戸郡　洋野町","種市　第２２地割〜第２３地割（一区","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI22-CHIWARI-DAI23-CHIWAR"
12753:"0287913","岩手県","九戸郡　洋野町","種市　第２４地割〜第２５地割（緑ケ","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI24-CHIWARI-DAI25-CHIWAR"
12754:"0287912","岩手県","九戸郡　洋野町","種市　第２６地割〜第３８地割（川尻","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI26-CHIWARI-DAI38-CHIWAR"
12755:"0287911","岩手県","九戸郡　洋野町","種市　第３９地割〜第４５地割（角浜","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI39-CHIWARI-DAI45-CHIWAR"
12756:"0287918","岩手県","九戸郡　洋野町","種市　第４６地割〜第４９地割（麦沢","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI46-CHIWARI-DAI49-CHIWAR"
12757:"0287902","岩手県","九戸郡　洋野町","種市　第４地割〜第７地割（宿戸）","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI4-CHIWARI-DAI7-CHIWARI("
12758:"0287917","岩手県","九戸郡　洋野町","種市　第５０地割〜第７０地割（大沢","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI50-CHIWARI-DAI70-CHIWAR"
12759:"0287916","岩手県","九戸郡　洋野町","種市　第７１地割〜第７４地割（大谷","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI71-CHIWARI-DAI74-CHIWAR"
12760:"0287901","岩手県","九戸郡　洋野町","種市　第８地割〜第１４地割（玉川、","IWATE KEN","KUNOHE GUN HIRONO CHO","TANEICHI DAI8-CHIWARI-DAI14-CHIWARI"
12806:"9800003","宮城県","仙台市　青葉区","小田原（４〜８丁目）","MIYAGI KEN","SENDAI SHI AOBA KU","ODAWARA(4-CHOME-8-CHOME)"
16625:"0160812","秋田県","能代市","中嶋（１−９７〜１１６）","AKITA KEN","NOSHIRO SHI","NAKAJIMA(1-97-116)"
19320:"9995191","山形県","新庄市","十日町（猫屋敷３２９〜３５６）","YAMAGATA KEN","SHINJO SHI","TOKAMACHI(NEKOYASHIKI329-356)"
19902:"9910801","山形県","西村山郡　大江町","左沢（１５１８−３、１７５０−１〜","YAMAGATA KEN","NISHIMURAYAMA GUN OE MACHI","ATERAZAWA(1518-3.1750-1-2228-18.225"
19903:"9910801","山形県","西村山郡　大江町","２２５７−２８、２３１６〜２３１８","YAMAGATA KEN","NISHIMURAYAMA GUN OE MACHI","2257-28.2316-2318.2430-1-2431-75)"
19992:"9995601","山形県","最上郡　真室川町","川ノ内（２〜１２８番地、４１９〜６","YAMAGATA KEN","MOGAMI GUN MAMUROGAWA MACHI","KAWANOCHI(2-128-BANCHI.419-614-BANC"
24161:"9790622","福島県","双葉郡　富岡町","毛萱（前川原２３２〜２４４、３１１","FUKUSHIMA KEN","FUTABA GUN TOMIOKA MACHI","KEGAYA(MAEKAWAHARA232-244.311.312.3"
28020:"3212613","栃木県","日光市","藤原（１０４７〜１２６８及び下平）","TOCHIGI KEN","NIKKO SHI","FUJIHARA(1047-1268-OYOBISHIMOTAIRA)"
28921:"3250304","栃木県","那須郡　那須町","６１１４〜６１４１、６３２８、６４","TOCHIGI KEN","NASU GUN NASU MACHI","6114-6141.6328.6437.6438)"
28926:"3293444","栃木県","那須郡　那須町","寺子（７０〜１８０番地）","TOCHIGI KEN","NASU GUN NASU MACHI","TERAKO(70-180-BANCHI)"
30234:"3771512","群馬県","吾妻郡　嬬恋村","大前（細原２２５９〜）","GUMMA KEN","AGATSUMA GUN TSUMAGOI MURA","OMAE(HOSOHARA2259-)"
33851:"2720112","千葉県","市川市","上妙典（１〜９９９番地）","CHIBA KEN","ICHIKAWA SHI","KAMIMYODEN(1-999-BANCHI)"
34826:"2892614","千葉県","旭市","江ケ崎（１２〜２２、１２７〜１４０","CHIBA KEN","ASAHI SHI","EGASAKI(12-22.127-140.1709.1723-3."
34838:"2892605","千葉県","旭市","琴田（８５〜１６０、１３８６〜１８","CHIBA KEN","ASAHI SHI","KOTODA(85-160.1386-1815.2593-2820."
34839:"2892605","千葉県","旭市","３５９８〜３６１４番地）","CHIBA KEN","ASAHI SHI","3598-3614-BANCHI)"
35175:"2900156","千葉県","市原市","草刈（１６５６〜１９９９）","CHIBA KEN","ICHIHARA SHI","KUSAKARI(1656-1999)"
39356:"1620051","東京都","新宿区","西早稲田（２丁目１番１〜２３号、２","TOKYO TO","SHINJUKU KU","NISHIWASEDA(2-CHOME1-BAN1-23-GO.2-B"
40323:"1320015","東京都","江戸川区","西瑞江（３丁目、４丁目３〜９番）","TOKYO TO","EDOGAWA KU","NISHIMIZUE(3-CHOME.4-CHOME3-9-BAN)"
40324:"1340015","東京都","江戸川区","西瑞江（４丁目１〜２番・１０〜２７","TOKYO TO","EDOGAWA KU","NISHIMIZUE(4-CHOME1-2-BAN.10-27-BAN"
47058:"9420181","新潟県","上越市","大潟区　潟守新田（５３の１〜６０の","NIIGATA KEN","JOETSU SHI","OGATAKU KATAMORISHINDEN(53-NO1-60-N"
47272:"9420091","新潟県","上越市","頸城区　西福島（１〜２２５、２２７","NIIGATA KEN","JOETSU SHI","KUBIKIKU NISHIFUKUJIMA(1-225.227-28"
47409:"9420083","新潟県","上越市","大豆（１の２、３の２〜６、４の２・","NIIGATA KEN","JOETSU SHI","DAIZU(1-NO2.3-NO2-6.4-NO2.4.6.11-NO"
48112:"9520421","新潟県","佐渡市","羽茂　小泊（１〜１６９９番地）","NIIGATA KEN","SADO SHI","HAMOCHI KODOMARI(1-1699-BANCHI)"
48298:"9496605","新潟県","南魚沼市","青木新田（６９５、７２９、９９２〜","NIIGATA KEN","MINAMIUONUMA SHI","AOKISHINDEN(695.729.992-1074-BANCHI"
48757:"9498121","新潟県","中魚沼郡　津南町","上郷上田乙（３２４４〜３７５０番地","NIIGATA KEN","NAKAUONUMA GUN TSUNAN MACHI","KAMIGOUEDAOTSU(3244-3750-BANCHI)"
50828:"9380274","富山県","黒部市","宇奈月町　音澤（１０００〜）","TOYAMA KEN","KUROBE SHI","UNAZUKIMACHI OTOZAWA(1000-)"
50829:"9380174","富山県","黒部市","宇奈月町　音澤（１〜９９９）","TOYAMA KEN","KUROBE SHI","UNAZUKIMACHI OTOZAWA(1-999)"
53921:"9202121","石川県","白山市","鶴来　本町（１〜４丁目）","ISHIKAWA KEN","HAKUSAN SHI","TSURUGI HOMMACHI(1-4-CHOME)"
53922:"9202134","石川県","白山市","鶴来　水戸町（２〜４丁目）","ISHIKAWA KEN","HAKUSAN SHI","TSURUGI MITOMACHI(2-4-CHOME)"
54031:"9202152","石川県","白山市","明光（１〜４丁目）","ISHIKAWA KEN","HAKUSAN SHI","MEIKO(1-4-CHOME)"
57182:"4010013","山梨県","大月市","大月（１〜３丁目）","YAMANASHI KEN","OTSUKI SHI","OTSUKI(1-3-CHOME)"
57570:"4091213","山梨県","甲州市","塩山　牛奥（５５３２〜５５５０、奥","YAMANASHI KEN","KOSHU SHI","ENZAN USHIOKU(5532-5550.OKUNOTAKAIT"
57876:"4090142","山梨県","北都留郡　小菅村","小菅村の次に１〜６６３番地がくる場","YAMANASHI KEN","KITATSURU GUN KOSUGE MURA","KOSUGEMURANOTSUGINI1-663-BANCHIGAKU"
58201:"3812201","長野県","長野市","若穂　牛島（１２９８〜１８３５番地","NAGANO KEN","NAGANO SHI","WAKAHO USHIJIMA(1298-1835-BANCHI)"
58668:"3862211","長野県","須坂市","仁礼町（３１５３−１〜３１５３−１","NAGANO KEN","SUZAKA SHI","NIREIMACHI(3153-1-3153-1100<MINENOH"
58786:"3960212","長野県","伊那市","高遠町　長藤（１〜６５８番地）","NAGANO KEN","INA SHI","TAKATOMACHI OSAFUJI(1-658-BANCHI)"
58838:"3994232","長野県","駒ヶ根市","下平（２０７０〜２１１９、２３０９","NAGANO KEN","KOMAGANE SHI","SHIMODAIRA(2070-2119.2309-2311.2419"
58839:"3994232","長野県","駒ヶ根市","、２４３３〜２４５０）","NAGANO KEN","KOMAGANE SHI",".2433-2450)"
58874:"3892371","長野県","中野市","田上（１３００〜２５１１番地）","NAGANO KEN","NAKANO SHI","TAGAMI(1300-2511-BANCHI)"
59200:"3910321","長野県","北佐久郡　立科町","芦田八ケ野（１５１９〜１６３５）","NAGANO KEN","KITASAKU GUN TATESHINA MACHI","ASHIDAHATSUKANO(1519-1635)"
59208:"3842304","長野県","北佐久郡　立科町","茂田井（１〜５００「２１１番地を除","NAGANO KEN","KITASAKU GUN TATESHINA MACHI","MOTAI(1-500<211-BANCHIONOZOKU><FURU"
59294:"3990102","長野県","諏訪郡　富士見町","落合（３０６０、３６００〜４６００","NAGANO KEN","SUWA GUN FUJIMI MACHI","OCHIAI(3060.3600-4600-BANCHI)"
59398:"3993311","長野県","下伊那郡　豊丘村","河野（７５３０〜７５９０番地）","NAGANO KEN","SHIMOINA GUN TOYOKA MURA","KAWANO(7530-7590-BANCHI)"
59573:"9498321","長野県","下水内郡　栄村","堺（１７５００〜１８５６０番地）","NAGANO KEN","SHIMOMINOCHI GUN SAKAE MURA","SAKAI(17500-18560-BANCHI)"
59633:"5012535","岐阜県","岐阜市","石原（１〜３丁目）","GIFU KEN","GIFU SHI","ISHIHARA(1-3-CHOME)"
59980:"5008319","岐阜県","岐阜市","早田（１９７３〜２００９番地）","GIFU KEN","GIFU SHI","SODEN(1973-2009-BANCHI)"
61237:"5080002","岐阜県","中津川市","阿木（７６３７〜７９８５）","GIFU KEN","NAKATSUGAWA SHI","AGI(7637-7985)"
61647:"5095403","岐阜県","土岐市","肥田町　肥田（２８６〜２８７番地）","GIFU KEN","TOKI SHI","HIDACHO HIDA(286-287-BANCHI)"
63857:"4312531","静岡県","浜松市　北区","引佐町　東久留女木（３７２〜７９９","SHIZUOKA KEN","HAMAMATSU SHI KITA KU","INASACHO HIGASHIKURUMEKI(372-799-BA"
64540:"4280049","静岡県","島田市","牧之原（２５０〜３４３番地「２５５","SHIZUOKA KEN","SHIMADA SHI","MAKINOHARA(250-343-BANCHI<255.256.2"
64541:"4280049","静岡県","島田市","２７６、２９４〜３００、３０２〜３","SHIZUOKA KEN","SHIMADA SHI","276.294-300.302-304-BANCHIONOZOKU>)"
64736:"4380043","静岡県","磐田市","大原（１番地〜２０６１番地、２７５","SHIZUOKA KEN","IWATA SHI","OWARA(1-BANCHI-2061-BANCHI.2757-BAN"
65664:"4210405","静岡県","牧之原市","白井（１２９１〜１６８２、１８３９","SHIZUOKA KEN","MAKINOHARA SHI","SHIRAI(1291-1682.1839-1840-BANCHI)"
65681:"4210509","静岡県","牧之原市","牧之原（１３６〜１４４番地）","SHIZUOKA KEN","MAKINOHARA SHI","MAKINOHARA(136-144-BANCHI)"
72242:"4740048","愛知県","大府市","吉田町　（１〜６丁目）","AICHI KEN","OBU SHI","YOSHIDACHO (1-6-CHOME)"
76342:"5220239","滋賀県","彦根市","宇尾町（８９７番地及び中島５０５〜","SHIGA KEN","HIKONE SHI","UOCHO(897-BANCHIOYOBINAKAJIMA505-51"
79455:"6060068","京都府","京都市　左京区","〜１８、２０〜２２、２４〜２６、３","KYOTO FU","KYOTO SHI SAKYO KU","-18.20-22.24-26.32.287.300-BANCHI)"
80314:"6008363","京都府","京都市　下京区","大宮（１〜３丁目）","KYOTO FU","KYOTO SHI SHIMOGYO KU","OMIYA(1-3-CHOME)"
85262:"5300041","大阪府","大阪市　北区","天神橋（１〜６丁目）","OSAKA FU","OSAKA SHI KITA KU","TENJIMBASHI(1-6-CHOME)"
85550:"5400012","大阪府","大阪市　中央区","谷町（１〜５丁目）","OSAKA FU","OSAKA SHI CHUO KU","TANIMACHI(1-CHOME-5-CHOME)"
85551:"5420012","大阪府","大阪市　中央区","谷町（６〜９丁目）","OSAKA FU","OSAKA SHI CHUO KU","TANIMACHI(6-9-CHOME)"
85840:"5938306","大阪府","堺市　西区","八田寺町（４０−１〜４０−３番地）","OSAKA FU","SAKAI SHI NISHI KU","HANDAIJICHO(40-1-40-3-BANCHI)"
85861:"5900158","大阪府","堺市　南区","太平寺（５０８−５、６９６−２〜６","OSAKA FU","SAKAI SHI MINAMI KU","TAIHEIJI(508-5.696-2-696-3.724-1.72"
85863:"5900158","大阪府","堺市　南区","７３３−１〜７３３−２、７３５、７","OSAKA FU","SAKAI SHI MINAMI KU","733-1-733-2.735.786-3-BANCHI)"
86597:"5970045","大阪府","貝塚市","−４、９３４〜９６８、１０１３−１","OSAKA FU","KAIZUKA SHI","-4.934-968.1013-1.1464-BANCHI)"
89399:"6712202","兵庫県","姫路市","北夢前台（１丁目１〜７７番地）","HYOGO KEN","HIMEJI SHI","KITAYUMESAKIDAI(1-CHOME1-77-BANCHI)"
90622:"6780141","兵庫県","相生市","相生（５１３３番地２〜５１８７番地","HYOGO KEN","AIOI SHI","AIOI(5133-BANCHI2-5187-BANCHI.5316-"
91662:"6660006","兵庫県","川西市","萩原台西（１、２丁目、３丁目１番〜","HYOGO KEN","KAWANISHI SHI","HAGIHARADAINISHI(1.2-CHOME.3-CHOME1"
93942:"6301124","奈良県","奈良市","中ノ川町（１０６〜３０５、４０５−","NARA KEN","NARA SHI","NAKANOKAWACHO(106-305.405-3.638)"
93947:"6308037","奈良県","奈良市","中町（５１１５〜５１４９、５１７１","NARA KEN","NARA SHI","NAKAMACHI(5115-5149.5171.5183.5186."
93948:"6308037","奈良県","奈良市","５１９２〜５１９６、５１９８〜５２","NARA KEN","NARA SHI","5192-5196.5198-5212.5227-5229."
93949:"6308037","奈良県","奈良市","５２３９〜５２５７、５２６３、５２","NARA KEN","NARA SHI","5239-5257.5263.5269-5271.5275."
93951:"6308037","奈良県","奈良市","５３１２、５３１４、５３１６〜５３","NARA KEN","NARA SHI","5312.5314.5316-5327.5346.5349."
93952:"6308037","奈良県","奈良市","５３５１〜５３５２、５３５５〜５３","NARA KEN","NARA SHI","5351-5352.5355-5362.5364-5424."
93953:"6308037","奈良県","奈良市","５４２６、５４２９〜５４３０、５４","NARA KEN","NARA SHI","5426.5429-5430.5445.5455.5461."
94042:"6302168","奈良県","奈良市","菩提山町（１７３〜２５７番地「鉢伏","NARA KEN","NARA SHI","BODAISENCHO(173-257-BANCHI<HACHIBUS"
94058:"6308356","奈良県","奈良市","南新町（１〜３２番地）","NARA KEN","NARA SHI","MINAMISHIMMACHI(1-32-BANCHI)"
94059:"6308016","奈良県","奈良市","南新町（５２〜２１２番地）","NARA KEN","NARA SHI","MINAMISHINCHO(52-212-BANCHI)"
97154:"6495371","和歌山県","東牟婁郡　太地町","太地（３７７２〜３９０４番地）","WAKAYAMA KEN","HIGASHIMURO GUN TAIJI CHO","TAIJI(3772-3904-BANCHI)"
99110:"6930068","島根県","出雲市","姫原（１〜４丁目）","SHIMANE KEN","IZUMO SHI","HIMEBARA(1-4-CHOME)"
99686:"6995201","島根県","鹿足郡　津和野町","商人（９２９〜１１１７、１３４３〜","SHIMANE KEN","KANOASHI GUN TSUWANO CHO","AKINDO(929-1117.1343-1734-BANCHI)"
104488:"7595513","山口県","下関市","豊北町　神田上（７２８６〜７３３９","YAMAGUCHI KEN","SHIMONOSEKI SHI","HOHOKUCHO KANDAKAMI(7286-7339-BANCH"
108060:"7660002","香川県","仲多度郡　琴平町","琴平町の次に１〜４２６番地がくる場","KAGAWA KEN","NAKATADO GUN KOTOHIRA CHO","KOTOHIRACHONOTSUGINI1-426-BANCHIGAK"
108235:"7910054","愛媛県","松山市","空港通（３〜７丁目）","EHIME KEN","MATSUYAMA SHI","KUKODORI(3-7-CHOME)"
111386:"7860045","高知県","高岡郡　四万十町","興津（１〜１６９９番）","KOCHI KEN","TAKAOKA GUN SHIMANTO CHO","OKITSU(1-1699-BAN)"
111588:"8010801","福岡県","北九州市　門司区","風師（１〜３丁目）","FUKUOKA KEN","KITAKYUSHU SHI MOJI KU","KAZASHI(1-3-CHOME)"
111690:"8080175","福岡県","北九州市　若松区","赤岩町（１０〜１２番地）","FUKUOKA KEN","KITAKYUSHU SHI WAKAMATSU KU","AKAIWAMACHI(10-12-BANCHI)"
111705:"8080008","福岡県","北九州市　若松区","小竹（１〜１９５３、３００６〜３０","FUKUOKA KEN","KITAKYUSHU SHI WAKAMATSU KU","ODAKE(1-1953.3006-3008-BANCHI.AIKAW"
112332:"8130062","福岡県","福岡市　東区","松島（３〜６丁目）","FUKUOKA KEN","FUKUOKA SHI HIGASHI KU","MATSUSHIMA(3-6-CHOME)"
112595:"8190166","福岡県","福岡市　西区","横浜（１〜２丁目）","FUKUOKA KEN","FUKUOKA SHI NISHI KU","YOKOHAMA(1-2-CHOME)"
113139:"8260044","福岡県","田川市","位登（猪位金４〜７区、清美町）","FUKUOKA KEN","TAGAWA SHI","ITO(IIKANE4-7-KU.KIYOMICHO)"
113140:"8260045","福岡県","田川市","猪国（猪位金１〜３区）","FUKUOKA KEN","TAGAWA SHI","INOKUNI(IIKANE1-3-KU)"
114001:"8210004","福岡県","嘉麻市","大隈（１〜１１番地）","FUKUOKA KEN","KAMA SHI","OKUMA(1-11-BANCHI)"
115573:"8420107","佐賀県","神埼市","神埼町　鶴（１〜２９９９番地）","SAGA KEN","KANZAKI SHI","KANZAKIMACHI TSURU(1-2999-BANCHI)"
116171:"8570065","長崎県","佐世保市","小野町（１２００〜１４９９番地）","NAGASAKI KEN","SASEBO SHI","ONOCHO(1200-1499-BANCHI)"
117814:"8612118","熊本県","熊本市　東区","花立（１〜４丁目）","KUMAMOTO KEN","KUMAMOTO SHI HIGASHI KU","HANATATE(1-4-CHOME)"
117829:"8620903","熊本県","熊本市　東区","若葉（１〜３丁目）","KUMAMOTO KEN","KUMAMOTO SHI HIGASHI KU","WAKABA(1-3-CHOME)"
117830:"8612103","熊本県","熊本市　東区","若葉（４〜６丁目）","KUMAMOTO KEN","KUMAMOTO SHI HIGASHI KU","WAKABA(4-6-CHOME)"
118370:"8640031","熊本県","荒尾市","川登（１７７３〜１９７９、１９８１","KUMAMOTO KEN","ARAO SHI","KAWANOBORI(1773-1979.1981-2010.2050"
119766:"8700923","大分県","大分市","高城西町（１〜７番）","OITA KEN","OITA SHI","TAKAJONISHIMACHI(1-7-BAN)"
119907:"8700924","大分県","大分市","牧（１〜３丁目、白滝Ｂ・Ｃ、高見）","OITA KEN","OITA SHI","MAKI(1-3-CHOME.SHIRATAKIB.C.TAKAMI)"
119949:"8701163","大分県","大分市","廻栖野（１〜６５７、７７６〜８２９","OITA KEN","OITA SHI","MEGUSUNO(1-657.776-829.842-1305.269"
120040:"8740833","大分県","別府市","鶴見（１〜１８組）","OITA KEN","BEPPU SHI","TSURUMI(1-18-KUMI)"
120381:"8391421","大分県","日田市","前津江町　柚木（１〜８００番地、千","OITA KEN","HITA SHI","MAETSUEMACHI YUGI(1-800-BANCHI.SENZ"
121381:"8794801","大分県","玖珠郡　九重町","右田（１〜１４６４番地）","OITA KEN","KUSU GUN KOKONOE MACHI","MIGITA(1-1464-BANCHI)"
121401:"8794401","大分県","玖珠郡　玖珠町","四日市（１〜８９９番地）","OITA KEN","KUSU GUN KUSU MACHI","YOKKAICHI(1-899-BANCHI)"
121521:"8802221","宮崎県","宮崎市","高岡町　内山（１〜３２１４番地）","MIYAZAKI KEN","MIYAZAKI SHI","TAKAOKACHO UCHIYAMA(1-3214-BANCHI)"
121523:"8802223","宮崎県","宮崎市","高岡町　浦之名（２７９３〜４３８９","MIYAZAKI KEN","MIYAZAKI SHI","TAKAOKACHO URANOMYO(2793-4389-BANCH"
121526:"8891713","宮崎県","宮崎市","高岡町　上倉永（１２０６〜１２６８","MIYAZAKI KEN","MIYAZAKI SHI","TAKAOKACHO KAMIKURANAGA(1206-1268-B"
121529:"8802222","宮崎県","宮崎市","高岡町　五町（１〜３１３７番地）","MIYAZAKI KEN","MIYAZAKI SHI","TAKAOKACHO GOCHO(1-3137-BANCHI)"
121895:"8870041","宮崎県","日南市","吾田東（１〜４丁目）","MIYAZAKI KEN","NICHINAN SHI","AGATAHIGASHI(1-4-CHOME)"
121896:"8892541","宮崎県","日南市","吾田東（５〜１１丁目）","MIYAZAKI KEN","NICHINAN SHI","AGATAHIGASHI(5-11-CHOME)"
122238:"8830402","宮崎県","東臼杵郡　椎葉村","大河内（１〜１３０２番地）","MIYAZAKI KEN","HIGASHIUSUKI GUN SHIIBA SON","OKAWAUCHI(1-1302-BANCHI)"
122287:"8911203","鹿児島県","鹿児島市","伊敷町（４７１０〜４７４１、４７４","KAGOSHIMA KEN","KAGOSHIMA SHI","ISHIKICHO(4710-4741.4747-4761-3-BAN"
122304:"8911222","鹿児島県","鹿児島市","小野町（４７８４〜５１１８番地）","KAGOSHIMA KEN","KAGOSHIMA SHI","ONOCHO(4784-5118-BANCHI)"
122352:"8910175","鹿児島県","鹿児島市","桜ケ丘（１〜６丁目）","KAGOSHIMA KEN","KAGOSHIMA SHI","SAKURAGAOKA(1-6-CHOME)"
122425:"8900002","鹿児島県","鹿児島市","西伊敷（１〜４丁目）","KAGOSHIMA KEN","KAGOSHIMA SHI","NISHIISHIKI(1-4-CHOME)"
122426:"8911202","鹿児島県","鹿児島市","西伊敷（５〜７丁目）","KAGOSHIMA KEN","KAGOSHIMA SHI","NISHIISHIKI(5-7-CHOME)"
122466:"8920874","鹿児島県","鹿児島市","緑ヶ丘町（１〜３４番）","KAGOSHIMA KEN","KAGOSHIMA SHI","MIDORIGAOKACHO(1-34-BAN)"
122728:"8910304","鹿児島県","指宿市","東方（６００〜５９７４、５９７６〜","KAGOSHIMA KEN","IBUSUKI SHI","HIGASHIKATA(600-5974.5976-7816.7833"
122729:"8910304","鹿児島県","指宿市","１０６０３〜１１０１５）","KAGOSHIMA KEN","IBUSUKI SHI","10603-11015)"
122734:"8910614","鹿児島県","指宿市","山川　大山（１４００〜１７１７番）","KAGOSHIMA KEN","IBUSUKI SHI","YAMAGAWA OYAMA(1400-1717-BAN)"
